id,sales
3000888,3.885505574141033
3000889,0.0
3000890,2.7970122985994723
3000891,2014.0004478434018
3000892,0.20153232219131315
3000893,425.59594945631625
3000894,13.746935354898016
3000895,814.2109547422634
3000896,796.6783971520366
3000897,144.6800217977912
3000898,162.08974650334676
3000899,147.3285506854266
3000900,2787.6290442820896
3000901,26.900092742738956
3000902,1.8100752459002305
3000903,20.46257500069938
3000904,19.965188225038016
3000905,0.3902974642748826
3000906,146.41855092846382
3000907,12.945773626853857
3000908,13.331602692263534
3000909,7.552962709462543
3000910,107.90939849896785
3000911,4.788789403748895
3000912,318.24930144525166
3000913,158.64663990165096
3000914,4.707841092341382
3000915,7.992153804903275
3000916,325.75164670529944
3000917,94.93825106669092
3000918,2580.295670675744
3000919,0.17333333333333334
3000920,30.265902879572696
3000921,5.801262637747117
3000922,0.061642056410867035
3000923,4.757679735302243
3000924,2575.0408661490956
3000925,0.17762748164520548
3000926,596.2787818582892
3000927,9.440890063319458
3000928,956.8905079497563
3000929,870.4970596257238
3000930,231.79636629206652
3000931,170.8383183799793
3000932,154.24026003793176
3000933,3969.0349005283174
3000934,30.45906070063918
3000935,1.1315039668177465
3000936,20.576027404796186
3000937,19.966872532198472
3000938,0.48836095168783367
3000939,213.59295146466152
3000940,19.088735683889606
3000941,8.874116016148664
3000942,6.621676802512107
3000943,72.78987097753185
3000944,4.899652813630696
3000945,474.6844082679127
3000946,254.34278321631245
3000947,6.5089740911236005
3000948,6.528678084147742
3000949,469.49459414367925
3000950,118.77776371254068
3000951,2452.5438414399428
3000952,1.09
3000953,32.67694917661243
3000954,9.21648295291983
3000955,0.528204490379597
3000956,9.61320243389924
3000957,7078.02799829974
3000958,0.4864747647034162
3000959,1204.3882489720481
3000960,33.6198552910305
3000961,2084.741503876464
3000962,2139.4856490451734
3000963,358.0422618935936
3000964,493.14643579861905
3000965,429.5489444925434
3000966,7789.30503441455
3000967,76.80318054059593
3000968,2.906292642640071
3000969,53.77078198026262
3000970,46.30915949106719
3000971,1.7873989272157285
3000972,394.0845127492801
3000973,33.17789246846614
3000974,31.230244927411846
3000975,24.41058123986411
3000976,192.88080051310908
3000977,15.063724937688223
3000978,740.770857292065
3000979,481.8165138163127
3000980,13.945099188653385
3000981,19.964512881065435
3000982,1110.3430440774746
3000983,343.13466936459565
3000984,7666.898949688508
3000985,2.2333333333333334
3000986,102.59007487657856
3000987,3.656532429638535
3000988,0.018917669630981435
3000989,3.9278524808802002
3000990,2284.9923366489265
3000991,0.2259073174825214
3000992,406.2088841887025
3000993,7.3889126226377755
3000994,854.4833053928809
3000995,797.5742943276701
3000996,197.60856456975733
3000997,151.68358441604306
3000998,132.24507539415578
3000999,3300.232214750094
3001000,18.916276259222084
3001001,1.1284902515144728
3001002,17.67471822005853
3001003,11.865177902437114
3001004,0.3837072691944467
3001005,183.58494052445405
3001006,16.106337736319873
3001007,10.67070530692326
3001008,3.776559848692605
3001009,61.09091691832869
3001010,4.4009567458382985
3001011,333.9001272115366
3001012,220.47768436045067
3001013,4.9985827012771935
3001014,6.631688185618296
3001015,419.91132994966813
3001016,85.50085335354177
3001017,2340.4005077290026
3001018,0.023333333333333334
3001019,30.49972255435006
3001020,5.211692543042014
